"year","no_of_transaction","total_qty","total_revenue_usd"
"2016-12-04 02:26:29","4","2705","17439.25"
"2016-12-04 00:21:19","3","1516","7615.47"
"2016-12-04 00:18:28","14","6476","36218.43"
"2016-12-03 23:10:12","6","3659","19023.36"
"2016-12-03 19:04:24","15","9207","61255.50"
"2016-12-03 17:35:30","11","4920","26339.70"
"2016-12-03 15:24:28","6","3117","20092.35"
"2016-12-03 15:01:39","11","2087","13282.42"
"2016-12-03 13:21:53","3","1180","6402.38"
"2016-12-03 13:03:27","21","8842","47487.78"
"2016-12-03 12:29:57","7","2388","12868.38"
"2016-12-03 12:26:23","4","1902","10264.51"
"2016-12-03 12:05:19","65","36603","244695.99"
"2016-12-03 11:32:06","9","4205","22681.17"
"2016-12-03 11:25:45","1","1182","8648.07"
"2016-12-03 11:13:01","3","1632","10555.35"
"2016-12-03 10:43:19","8","4687","31273.02"
"2016-12-03 09:31:08","4","1773","9613.32"
"2016-12-03 08:33:47","16","12214","81697.27"
"2016-12-03 07:52:35","4","1641","10212.06"
"2016-12-03 06:39:52","61","23973","130917.00"
"2016-12-03 06:32:08","1","1182","8648.07"
"2016-12-03 05:55:30","3","1180","6402.38"
"2016-12-03 05:25:41","4","1286","7210.91"
"2016-12-03 04:04:11","9","8707","63743.89"
"2016-12-03 03:15:17","7","4686","31231.56"
"2016-12-02 22:41:41","60","23956","130893.51"
"2016-12-02 22:38:04","68","40412","275288.30"
"2016-12-02 22:28:37","13","7434","52020.60"
"2016-12-02 21:58:30","4","5127","38741.81"
"2016-12-02 21:38:23","5","1232","7940.37"
"2016-12-02 21:26:26","12","6148","40607.07"
"2016-12-02 21:25:05","10","2063","13507.23"
"2016-12-02 21:22:41","58","24948","138323.59"
"2016-12-02 19:26:30","3","1646","10667.46"
"2016-12-02 18:33:39","23","9789","54792.72"
"2016-12-02 17:24:23","2","1049","5269.51"
"2016-12-02 17:16:13","20","6984","37796.28"
"2016-12-02 17:01:12","14","6366","33673.86"
"2016-12-02 15:53:33","4","846","5739.63"
"2016-12-02 14:56:29","3","1646","10667.46"
"2016-12-02 13:37:58","8","5182","33028.08"
"2016-12-02 13:09:06","61","24119","132868.82"
"2016-12-02 12:32:55","10","5169","34675.03"
"2016-12-02 12:12:16","4","2633","16923.55"
"2016-12-02 10:00:53","24","9805","54114.02"
"2016-12-02 09:05:21","13","33156","255319.18"
"2016-12-02 08:58:04","2","1049","5269.51"
"2016-12-02 08:42:44","4","553","3253.04"
"2016-12-02 08:23:53","5","894","5735.41"
"2016-12-02 05:48:20","9","3785","25198.55"
"2016-12-02 04:16:05","4","846","5739.63"
"2016-12-02 01:55:03","5","2201","11531.70"
"2016-12-02 01:05:28","4","2426","16976.76"
"2016-12-02 00:33:20","61","24119","132868.82"
"2016-12-02 00:13:38","61","24119","132868.82"
"2016-12-01 23:21:42","9","20497","111810.55"
"2016-12-01 21:19:52","62","34581","234225.65"
"2016-12-01 19:55:21","4","2117","14482.60"
"2016-12-01 18:46:19","16","12396","81700.33"
"2016-12-01 15:08:20","3","1074","5616.90"
"2016-12-01 13:33:51","37","20761","135730.44"
"2016-12-01 12:29:03","25","13148","88946.14"
"2016-12-01 11:58:51","58","27235","147599.56"
"2016-12-01 07:03:18","57","22177","119965.08"
"2016-12-01 06:01:04","4","2117","14482.60"
"2016-12-01 03:54:32","3","1074","5616.90"
"2016-12-01 02:28:04","11","2087","13282.42"
"2016-12-01 00:31:50","30","18186","120523.91"
"2016-12-01 00:30:58","8","5759","37653.96"
"2016-11-30 23:39:35","63","21706","118879.76"
"2016-11-30 22:51:44","19","11294","77628.11"
"2016-11-30 21:00:00","9","3549","18491.51"
"2016-11-30 19:33:35","8","3121","21692.01"
"2016-11-30 18:48:22","32","14894","86362.70"
"2016-11-30 18:07:19","21","8585","47645.86"
"2016-11-30 16:29:02","3","1632","10555.35"
"2016-11-30 13:51:27","18","9446","56162.34"
"2016-11-30 12:09:00","7","3940","26514.93"
"2016-11-30 10:06:02","65","39187","269155.34"
"2016-11-30 08:47:06","24","9805","54114.02"
"2016-11-30 07:18:22","9","4120","21937.08"
"2016-11-30 06:41:01","5","6026","37010.95"
"2016-11-30 06:29:44","14","6175","32937.93"
"2016-11-30 05:55:22","27","11313","62148.87"
"2016-11-30 05:26:50","5","2252","15184.46"
"2016-11-30 05:13:46","30","21964","139015.09"
"2016-11-30 04:13:10","9","3711","19218.88"
"2016-11-30 03:43:12","10","4536","25107.81"
"2016-11-30 03:17:12","10","4536","25107.81"
"2016-11-30 02:45:11","14","6476","36218.43"
"2016-11-30 02:01:31","7","4617","31971.72"
"2016-11-29 23:05:29","40","15469","84768.94"
"2016-11-29 22:42:32","29","11430","60936.18"
"2016-11-29 22:08:57","57","27248","153015.87"
"2016-11-29 20:46:53","4","2349","16257.21"
"2016-11-29 20:43:48","60","47506","326819.48"
"2016-11-29 19:23:35","27","18427","131318.64"
"2016-11-29 17:27:49","11","8963","56644.60"
"2016-11-29 17:15:01","57","33190","205886.97"
"2016-11-29 16:53:29","57","27248","153015.87"
"2016-11-29 13:44:08","4","1719","10833.11"
"2016-11-29 12:53:59","71","42358","291047.25"
"2016-11-29 12:45:23","8","5605","38569.85"
"2016-11-29 11:44:49","71","42358","291047.25"
"2016-11-29 10:06:28","9","4034","22734.13"
"2016-11-29 10:06:14","4","2349","16257.21"
"2016-11-29 08:33:01","19","9539","51477.19"
"2016-11-29 07:12:03","31","13364","72875.84"
"2016-11-29 04:56:09","9","3022","16626.60"
"2016-11-29 03:29:23","12","10221","73833.01"
"2016-11-29 01:59:48","19","3953","25335.68"
"2016-11-29 01:21:11","7","3940","26514.93"
"2016-11-29 01:10:09","61","35358","238962.47"
"2016-11-28 23:45:55","43","16849","94684.25"
"2016-11-28 20:45:50","41","26597","185463.76"
"2016-11-28 20:39:17","13","6448","38469.65"
"2016-11-28 20:31:35","20","9824","64604.00"
"2016-11-28 19:25:10","6","3384","21960.88"
"2016-11-28 18:21:07","60","23956","130893.51"
"2016-11-28 16:00:55","9","3593","20277.57"
"2016-11-28 15:45:12","11","10030","67439.95"
"2016-11-28 14:35:01","9","3711","19218.88"
"2016-11-28 12:44:21","40","19002","108579.84"
"2016-11-28 12:38:45","21","8842","47487.78"
"2016-11-28 12:23:09","62","24538","137227.88"
"2016-11-28 10:33:48","21","6965","38204.46"
"2016-11-28 10:22:58","9","4120","21937.08"
"2016-11-28 10:16:28","31","20795","134039.25"
"2016-11-28 07:44:43","13","6448","38469.65"
"2016-11-28 07:29:25","9","4120","21937.08"
"2016-11-28 03:52:36","9","5794","37465.37"
"2016-11-28 03:22:07","14","9032","59086.76"
"2016-11-28 02:30:33","40","15469","84768.94"
"2016-11-28 01:47:25","65","24655","137600.67"
"2016-11-28 01:33:21","29","11430","60936.18"
"2016-11-27 21:09:07","7","4617","31971.72"
"2016-11-27 19:43:52","4","1641","10212.06"
"2016-11-27 18:56:46","12","5194","27733.33"
"2016-11-27 18:07:19","66","43730","300694.79"
"2016-11-27 17:42:00","10","8476","57059.76"
"2016-11-27 16:51:39","25","14397","96593.53"
"2016-11-27 15:39:45","7","2388","12868.38"
"2016-11-27 15:08:15","13","33156","255319.18"
"2016-11-27 14:51:17","31","13364","72875.84"
"2016-11-27 12:06:04","51","21887","116165.15"
"2016-11-27 11:59:48","19","8437","45873.47"
"2016-11-27 11:10:43","15","5153","28296.53"
"2016-11-27 09:30:49","29","12331","67909.96"
"2016-11-27 07:14:28","14","6366","33673.86"
"2016-11-27 06:44:45","12","4899","25507.06"
"2016-11-27 05:07:21","2","1723","10067.87"
"2016-11-27 05:01:57","35","16574","94244.44"
"2016-11-27 04:08:42","4","3089","20232.97"
"2016-11-27 03:49:50","6","4868","32645.38"
"2016-11-27 02:15:07","5","2201","11531.70"
"2016-11-27 00:39:33","3","1725","11243.63"
"2016-11-26 21:18:58","4","1425","7971.51"
"2016-11-26 18:34:20","50","25343","140046.68"
"2016-11-26 16:47:36","61","35750","241711.25"
"2016-11-26 15:42:44","7","2677","15177.80"
"2016-11-26 14:25:20","60","39570","253635.75"
"2016-11-26 12:47:01","19","9524","59946.40"
"2016-11-26 11:09:04","19","8437","45873.47"
"2016-11-26 10:35:15","4","1425","7971.51"
"2016-11-26 09:17:54","17","9622","64251.56"
"2016-11-26 08:30:28","5","2791","19142.48"
"2016-11-26 08:09:49","20","8003","42881.21"
"2016-11-26 06:27:39","17","10798","75600.49"
"2016-11-26 02:57:37","11","4564","24961.87"
"2016-11-26 02:53:14","11","6738","45967.25"
"2016-11-26 02:50:29","2","1430","9339.20"
"2016-11-25 23:22:47","11","3778","19882.16"
"2016-11-25 23:13:11","25","12011","80328.56"
"2016-11-25 22:52:29","28","18924","124014.87"
"2016-11-25 22:35:56","7","3575","22961.03"
"2016-11-25 21:35:40","13","4734","25526.30"
"2016-11-25 19:59:15","22","14081","94725.92"
"2016-11-25 17:30:26","10","3979","22484.81"
"2016-11-25 16:59:51","10","2063","13507.23"
"2016-11-25 14:05:54","9","3990","22100.01"
"2016-11-25 10:36:33","49","29101","200174.66"
"2016-11-25 10:06:26","12","6148","40607.07"
"2016-11-25 07:58:21","43","16849","94684.25"
"2016-11-25 07:56:36","10","2063","13507.23"
"2016-11-25 07:34:22","27","18427","131318.64"
"2016-11-25 07:18:59","40","23129","157782.52"
"2016-11-25 07:18:24","67","40904","281018.36"
"2016-11-25 07:13:50","10","2063","13507.23"
"2016-11-25 02:58:58","9","4034","22734.13"
"2016-11-25 02:12:42","12","6148","40607.07"
"2016-11-25 02:00:26","20","7613","41161.06"
"2016-11-24 21:46:23","4","1185","6497.70"
"2016-11-24 21:33:56","13","5808","30708.92"
"2016-11-24 21:02:18","9","20497","111810.55"
"2016-11-24 20:49:13","12","9429","61561.44"
"2016-11-24 19:44:05","49","21791","122957.11"
"2016-11-24 17:44:23","9","5794","37465.37"
"2016-11-24 17:32:41","4","1185","6497.70"
"2016-11-24 16:16:12","55","31887","217473.85"
"2016-11-24 16:10:35","5","2509","16303.42"
"2016-11-24 13:02:11","4","1185","6497.70"
"2016-11-24 11:22:54","19","11294","77628.11"
"2016-11-24 09:13:41","46","17788","96376.94"
"2016-11-24 07:45:26","8","3121","21692.01"
"2016-11-24 07:04:18","37","21024","117862.77"
"2016-11-24 06:26:12","5","861","5321.23"
"2016-11-24 05:24:34","6","3693","25765.95"
"2016-11-24 03:55:53","12","9429","61561.44"
"2016-11-24 03:51:23","4","1827","11814.55"
"2016-11-24 02:51:28","7","4015","27074.63"
"2016-11-24 02:25:51","16","8567","57035.05"
"2016-11-24 01:34:25","7","4015","27074.63"
"2016-11-24 01:11:19","12","9429","61561.44"
"2016-11-23 23:14:08","20","12296","82013.05"
"2016-11-23 22:58:21","5","1931","10699.35"
"2016-11-23 22:38:24","9","3711","19218.88"
"2016-11-23 22:31:35","4","3772","23522.79"
"2016-11-23 21:41:58","6","3392","23667.51"
"2016-11-23 21:24:46","5","2878","19386.53"
"2016-11-23 14:25:20","9","3549","18491.51"
"2016-11-23 10:25:25","6","3392","23667.51"
"2016-11-23 08:18:20","7","2977","15782.23"
"2016-11-23 07:54:49","8","14806","110027.29"
"2016-11-23 06:10:26","25","14382","98474.44"
"2016-11-23 05:15:24","4","2426","16976.76"
"2016-11-23 04:27:03","4","2426","16976.76"
"2016-11-23 04:22:51","37","22902","154811.43"
"2016-11-23 03:42:49","43","28601","188457.46"
"2016-11-23 03:27:35","4","3772","23522.79"
"2016-11-23 03:13:55","11","10030","67439.95"
"2016-11-23 00:54:36","27","17563","115376.17"
"2016-11-22 23:11:39","58","24155","135924.15"
"2016-11-22 20:35:48","6","4202","30741.01"
"2016-11-22 19:25:39","25","19190","123847.32"
"2016-11-22 19:19:03","3","1567","10282.96"
"2016-11-22 19:11:21","10","8476","57059.76"
"2016-11-22 19:09:01","4","1902","10264.51"
"2016-11-22 17:01:02","40","24120","127671.94"
"2016-11-22 17:00:32","57","22552","123503.18"
"2016-11-22 16:01:05","23","14424","99125.76"
"2016-11-22 15:03:38","21","6965","38204.46"
"2016-11-22 14:39:16","67","40904","281018.36"
"2016-11-22 10:03:20","27","11746","64536.17"
"2016-11-22 09:44:48","46","17788","96376.94"
"2016-11-22 07:40:48","4","2734","19090.45"
"2016-11-22 07:29:31","3","1567","10282.96"
"2016-11-22 06:53:20","4","2734","19090.45"
"2016-11-22 06:50:40","13","2244","14629.16"
"2016-11-22 04:51:21","40","24120","127671.94"
"2016-11-22 04:16:14","6","3693","25765.95"
"2016-11-21 22:38:46","10","5169","34675.03"
"2016-11-21 22:28:29","11","4177","22266.77"
"2016-11-21 22:15:18","18","5000","33982.78"
"2016-11-21 21:39:11","15","5153","28296.53"
"2016-11-21 21:20:25","19","11636","79488.37"
"2016-11-21 20:04:51","49","21791","122957.11"
"2016-11-21 14:32:25","57","24087","130964.11"
"2016-11-21 11:48:10","23","8419","45557.51"
"2016-11-21 11:24:28","27","6288","42065.82"
"2016-11-21 08:49:46","15","10358","65091.39"
"2016-11-21 08:35:18","51","34627","237781.30"
"2016-11-21 08:34:07","3","1413","7313.08"
"2016-11-21 06:42:35","3","1413","7313.08"
"2016-11-21 05:36:35","10","5586","38198.82"
"2016-11-21 05:04:56","8","5150","35487.34"
"2016-11-21 03:51:52","6","4868","32645.38"
"2016-11-21 01:58:05","9","3870","20240.66"
"2016-11-21 01:41:38","38","21165","143471.26"
"2016-11-21 00:34:47","25","14397","96593.53"
"2016-11-20 23:39:00","12","5831","36294.27"
"2016-11-20 20:34:10","60","28629","163579.18"
"2016-11-20 18:43:00","25","14382","98474.44"
"2016-11-20 18:29:32","16","3298","19963.61"
"2016-11-20 17:24:12","30","21716","144865.83"
"2016-11-20 15:33:13","5","1380","9618.81"
"2016-11-20 15:03:48","15","10358","65091.39"
"2016-11-20 13:22:31","5","1232","7940.37"
"2016-11-20 13:21:19","65","36887","251299.77"
"2016-11-20 13:18:40","12","10221","73833.01"
"2016-11-20 12:43:38","16","9674","65958.07"
"2016-11-20 11:15:43","35","16574","94244.44"
"2016-11-20 06:43:30","13","6126","32226.37"
"2016-11-20 06:01:26","43","27077","179761.43"
"2016-11-20 05:48:40","5","2509","16303.42"
"2016-11-20 05:16:10","6","3841","26485.87"
"2016-11-20 04:46:57","7","16320","90105.16"
"2016-11-20 03:46:35","60","28629","163579.18"
"2016-11-20 03:42:30","8","4256","28678.06"
"2016-11-19 22:34:27","11","5292","30083.18"
"2016-11-19 22:29:35","8","5605","38569.85"
"2016-11-19 17:02:51","24","8110","43692.29"
"2016-11-19 12:09:45","2","1723","10067.87"
"2016-11-19 12:01:35","28","12723","67459.65"
"2016-11-19 09:35:05","2","1723","10067.87"
"2016-11-19 09:20:32","56","44750","231856.98"
"2016-11-19 08:15:56","5","1975","10959.77"
"2016-11-19 07:41:19","4","2705","17439.25"
"2016-11-19 07:17:37","27","11746","64536.17"
"2016-11-19 04:56:06","9","3711","19218.88"
"2016-11-19 03:30:09","12","8257","56179.21"
"2016-11-19 00:38:38","21","8585","47645.86"
"2016-11-18 23:58:58","58","24155","135924.15"
"2016-11-18 23:51:59","23","22841","167271.80"
"2016-11-18 20:36:29","4","1827","11814.55"
"2016-11-18 14:40:18","7","5306","35759.70"
"2016-11-18 14:26:13","59","28107","153705.10"
"2016-11-18 12:51:15","14","11214","75110.81"
"2016-11-18 12:23:51","6","2114","11862.92"
"2016-11-18 08:41:34","9","6661","46822.63"
"2016-11-18 08:21:18","6","6356","44535.04"
"2016-11-18 08:11:48","25","14929","96779.18"
"2016-11-18 06:42:11","20","9333","49975.93"
"2016-11-18 05:27:58","10","3810","20767.15"
"2016-11-18 04:36:26","9","3549","18491.51"
"2016-11-18 02:25:39","3","1516","7615.47"
"2016-11-18 02:23:28","10","5586","38198.82"
"2016-11-18 01:07:10","25","12011","80328.56"
"2016-11-18 00:35:04","66","49246","345618.59"
"2016-11-17 23:18:03","16","8567","57035.05"
"2016-11-17 22:10:18","28","12723","67459.65"
"2016-11-17 21:38:19","24","16024","105115.44"
"2016-11-17 20:27:39","9","5661","36982.12"
"2016-11-17 17:35:19","24","10477","55883.55"
"2016-11-17 15:03:20","6","3659","19023.36"
"2016-11-17 14:53:12","58","27235","147599.56"
"2016-11-17 14:30:31","15","10031","66812.24"
"2016-11-17 13:06:50","4","2633","16923.55"
"2016-11-17 12:19:25","18","10930","75130.50"
"2016-11-17 10:15:27","5","2201","11531.70"
"2016-11-17 09:54:03","10","4536","25107.81"
"2016-11-17 08:54:11","55","24656","130153.59"
"2016-11-17 08:33:51","6","3392","23667.51"
"2016-11-17 06:40:47","35","16574","94244.44"
"2016-11-17 06:00:47","4","1773","9613.32"
"2016-11-17 03:41:43","10","5586","38198.82"
"2016-11-17 02:31:42","12","6065","38851.15"
"2016-11-17 01:41:07","7","2888","15716.26"
"2016-11-17 01:28:43","17","5915","32044.55"
"2016-11-16 21:29:57","10","6886","44407.22"
"2016-11-16 20:07:29","25","19190","123847.32"
"2016-11-16 19:22:09","9","3593","20277.57"
"2016-11-16 19:21:35","35","19596","131173.41"
"2016-11-16 15:18:29","20","8003","42881.21"
"2016-11-16 12:44:58","11","2087","13282.42"
"2016-11-16 12:40:38","6","3841","26485.87"
"2016-11-16 12:16:08","24","9805","54114.02"
"2016-11-16 11:59:00","23","8419","45557.51"
"2016-11-16 11:47:16","12","5831","36294.27"
"2016-11-16 11:27:20","4","1641","10212.06"
"2016-11-16 10:17:25","4","1331","7192.13"
"2016-11-16 10:09:30","8","4687","31273.02"
"2016-11-16 09:20:21","11","8963","56644.60"
"2016-11-16 09:00:05","57","22177","119965.08"
"2016-11-16 06:49:10","11","4920","26339.70"
"2016-11-16 04:33:34","12","7119","49162.70"
"2016-11-16 02:00:33","66","43730","300694.79"
"2016-11-16 01:01:32","4","1331","7192.13"
"2016-11-16 01:00:00","6","3117","20092.35"
"2016-11-16 00:12:59","3","1646","10667.46"
"2016-11-15 22:43:13","2","419","2438.51"
"2016-11-15 20:21:55","61","23973","130917.00"
"2016-11-15 20:16:21","18","9446","56162.34"
"2016-11-15 19:16:41","6","3384","21960.88"
"2016-11-15 18:50:54","49","29101","200174.66"
"2016-11-15 18:09:35","56","24182","135822.85"
"2016-11-15 18:05:38","18","9446","56162.34"
"2016-11-15 18:04:09","43","8276","51647.76"
"2016-11-15 16:43:14","61","23973","130917.00"
"2016-11-15 15:14:31","6","6356","44535.04"
"2016-11-15 14:31:52","3","1632","10555.35"
"2016-11-15 14:15:20","16","8832","59727.21"
"2016-11-15 11:10:03","9","3990","22100.01"
"2016-11-15 10:55:08","2","419","2438.51"
"2016-11-15 09:11:33","11","4564","24961.87"
"2016-11-15 07:23:53","10","5233","34839.82"
"2016-11-15 06:04:08","27","6258","38648.01"
"2016-11-15 05:14:45","3","1632","10555.35"
"2016-11-15 04:43:43","12","8582","57130.53"
"2016-11-15 04:06:46","35","15177","83419.38"
"2016-11-15 02:53:20","2","465","2674.04"
"2016-11-15 00:40:53","4","1286","6962.07"
"2016-11-14 21:51:46","3","1725","11243.63"
"2016-11-14 21:18:37","3","1725","11243.63"
"2016-11-14 20:08:41","27","14896","101553.15"
"2016-11-14 16:06:26","61","24119","132868.82"
"2016-11-14 15:03:32","10","3835","20257.43"
"2016-11-14 13:32:25","7","3575","22961.03"
"2016-11-14 13:24:32","15","9207","61255.50"
"2016-11-14 10:11:58","9","3990","22100.01"
"2016-11-14 09:00:21","38","21165","143471.26"
"2016-11-14 08:14:44","7","2388","12868.38"
"2016-11-14 06:20:24","8","14806","110027.29"
"2016-11-14 05:34:35","5","861","5321.23"
"2016-11-13 22:48:20","14","6476","36218.43"
"2016-11-13 22:39:30","6","4868","32645.38"
"2016-11-13 22:06:45","10","5233","34839.82"
"2016-11-13 21:41:28","4","1902","10264.51"
"2016-11-13 18:46:47","16","12214","81697.27"
"2016-11-13 17:46:33","15","10031","66812.24"
"2016-11-13 15:30:26","35","19596","131173.41"
"2016-11-13 14:59:48","46","17788","96376.94"
"2016-11-13 14:10:00","31","17836","118867.17"
"2016-11-13 11:27:33","53","24215","135517.95"
"2016-11-13 11:03:10","66","49246","345618.59"
"2016-11-13 10:07:15","58","34963","235051.07"
"2016-11-13 09:43:28","5","2252","15184.46"
"2016-11-13 09:24:32","4","1496","8759.93"
"2016-11-13 07:11:13","6","4868","32645.38"
"2016-11-13 05:30:32","5","6026","37010.95"
"2016-11-13 04:24:14","11","4920","26339.70"
"2016-11-13 03:06:41","23","9285","49930.29"
"2016-11-13 02:36:58","14","6175","32937.93"
"2016-11-13 00:38:12","8","4256","28678.06"
"2016-11-13 00:29:27","16","8832","59727.21"
"2016-11-13 00:20:55","4","1719","10833.11"
"2016-11-12 23:52:54","4","3089","20232.97"
"2016-11-12 23:43:40","18","9446","56162.34"
"2016-11-12 20:02:57","4","1286","7210.91"
"2016-11-12 17:05:04","24","8110","43692.29"
